  Labeled   attachment score: 111699 / 179886 * 100 = 62.09 %
  Unlabeled attachment score: 111699 / 179886 * 100 = 62.09 %
  Label accuracy score:       179886 / 179886 * 100 = 100.00 %

  ================================================================================

  Evaluation of the results in RBG/SPMRL/all-mvectors25-lemma.conllu
  vs. gold standard Original/all-SPMRL.conllu:

  Legend: '.S' - the beginning of a sentence, '.E' - the end of a sentence

  Number of non-scoring tokens: 26248

  The overall accuracy and its distribution over CPOSTAGs

  -----------+-------+-------+------+-------+------+-------+-------
  Accuracy   | words | right |   %  | right |   %  | both  |   %
             |       | head  |      |  dep  |      | right |
  -----------+-------+-------+------+-------+------+-------+-------
  total      | 179886 | 111699 |  62% | 179886 | 100% | 111699 |  62%
  -----------+-------+-------+------+-------+------+-------+-------
  NOUN       | 52703 | 33165 |  63% | 52703 | 100% | 33165 |  63%
  VERB       | 24121 | 11347 |  47% | 24121 | 100% | 11347 |  47%
  ADP        | 23761 | 12776 |  54% | 23761 | 100% | 12776 |  54%
  DET        | 23624 | 21087 |  89% | 23624 | 100% | 21087 |  89%
  ADJ        | 17035 | 11932 |  70% | 17035 | 100% | 11932 |  70%
  PRON       | 11437 |  7960 |  70% | 11437 | 100% |  7960 |  70%
  ADV        | 10992 |  6561 |  60% | 10992 | 100% |  6561 |  60%
  CONJ       |  8165 |  3463 |  42% |  8165 | 100% |  3463 |  42%
  .          |  3056 |   893 |  29% |  3056 | 100% |   893 |  29%
  NUM        |  2475 |  1273 |  51% |  2475 | 100% |  1273 |  51%
  PRT        |  1763 |  1000 |  57% |  1763 | 100% |  1000 |  57%
  X          |   754 |   242 |  32% |   754 | 100% |   242 |  32%
  -----------+-------+-------+------+-------+------+-------+-------


  The overall error rate and its distribution over CPOSTAGs

  -----------+-------+-------+------+-------+------+-------+-------
  Error      | words | head  |   %  |  dep  |   %  | both  |   %
  Rate       |       | err   |      |  err  |      | wrong |
  -----------+-------+-------+------+-------+------+-------+-------
  total      | 179886 | 68187 |  38% |     0 |   0% |     0 |   0%
  -----------+-------+-------+------+-------+------+-------+-------
  NOUN       | 52703 | 19538 |  37% |     0 |   0% |     0 |   0%
  VERB       | 24121 | 12774 |  53% |     0 |   0% |     0 |   0%
  ADP        | 23761 | 10985 |  46% |     0 |   0% |     0 |   0%
  DET        | 23624 |  2537 |  11% |     0 |   0% |     0 |   0%
  ADJ        | 17035 |  5103 |  30% |     0 |   0% |     0 |   0%
  PRON       | 11437 |  3477 |  30% |     0 |   0% |     0 |   0%
  ADV        | 10992 |  4431 |  40% |     0 |   0% |     0 |   0%
  CONJ       |  8165 |  4702 |  58% |     0 |   0% |     0 |   0%
  .          |  3056 |  2163 |  71% |     0 |   0% |     0 |   0%
  NUM        |  2475 |  1202 |  49% |     0 |   0% |     0 |   0%
  PRT        |  1763 |   763 |  43% |     0 |   0% |     0 |   0%
  X          |   754 |   512 |  68% |     0 |   0% |     0 |   0%
  -----------+-------+-------+------+-------+------+-------+-------


  Precision and recall of DEPREL

  ----------------+------+---------+--------+------------+---------------
  deprel          | gold | correct | system | recall (%) | precision (%) 
  ATT-ELL-ATT     |    5 |       1 |      5 |      20.00 |         20.00
  ATT-ELL-CONJ    |    2 |       0 |      2 |       0.00 |          0.00
  ATT-ELL-COORD-ELL-ATT |    1 |       0 |      1 |       0.00 |          0.00
  ATT-ELL-COORD-ELL-COORD-ELL-ATT |    1 |       0 |      1 |       0.00 |          0.00
  ATT-ELL-COORD-ELL-COORD-ELL-COORD |    1 |       0 |      1 |       0.00 |          0.00
  ATT-ELL-COORD-ELL-COORD-ELL-DET |    1 |       0 |      1 |       0.00 |          0.00
  ATT-ELL-COORD-ELL-DET |    1 |       0 |      1 |       0.00 |          0.00
  ATT-ELL-DET     |    2 |       0 |      2 |       0.00 |          0.00
  ATT-ELL-MODE    |    6 |       0 |      6 |       0.00 |          0.00
  ATT-ELL-NEG     |    2 |       0 |      2 |       0.00 |          0.00
  ATT-ELL-OBJ     |    3 |       1 |      3 |      33.33 |         33.33
  ATT-ELL-OBL     |    4 |       1 |      4 |      25.00 |         25.00
  ATT-ELL-SUBJ    |    3 |       0 |      3 |       0.00 |          0.00
  ATT-VAN-APPEND  |    1 |       0 |      1 |       0.00 |          0.00
  ATT-VAN-ATT     |    6 |       3 |      6 |      50.00 |         50.00
  ATT-VAN-ATT-VAN-COORD-VAN-PRED |    1 |       0 |      1 |       0.00 |          0.00
  ATT-VAN-ATT-VAN-SUBJ |    1 |       0 |      1 |       0.00 |          0.00
  ATT-VAN-CONJ    |   24 |       8 |     24 |      33.33 |         33.33
  ATT-VAN-COORD   |    4 |       1 |      4 |      25.00 |         25.00
  ATT-VAN-DAT     |    1 |       0 |      1 |       0.00 |          0.00
  ATT-VAN-INF     |    5 |       3 |      5 |      60.00 |         60.00
  ATT-VAN-LOCY    |    5 |       0 |      5 |       0.00 |          0.00
  ATT-VAN-MODE    |   16 |       4 |     16 |      25.00 |         25.00
  ATT-VAN-NEG     |   11 |       0 |     11 |       0.00 |          0.00
  ATT-VAN-OBL     |   17 |       1 |     17 |       5.88 |          5.88
  ATT-VAN-PRED    |   59 |      10 |     59 |      16.95 |         16.95
  ATT-VAN-PREVERB |    1 |       0 |      1 |       0.00 |          0.00
  ATT-VAN-SUBJ    |   46 |       6 |     46 |      13.04 |         13.04
  ATT-VAN-TFROM   |    1 |       0 |      1 |       0.00 |          0.00
  ATT-VAN-TLOCY   |    3 |       2 |      3 |      66.67 |         66.67
  ATT-VAN-TO      |    1 |       0 |      1 |       0.00 |          0.00
  AUX             |   15 |       9 |     15 |      60.00 |         60.00
  AVC             |    4 |       0 |      4 |       0.00 |          0.00
  CA              |   89 |      42 |     89 |      47.19 |         47.19
  CC              |  238 |       1 |    238 |       0.42 |          0.42
  CD              | 2223 |    1550 |   2223 |      69.73 |         69.73
  CJ              | 3997 |    2411 |   3997 |      60.32 |         60.32
  CM              |  298 |       2 |    298 |       0.67 |          0.67
  CONJ            | 1108 |     537 |   1108 |      48.47 |         48.47
  COORD           |  981 |     394 |    981 |      40.16 |         40.16
  COORD-ELL-ATT   |    3 |       1 |      3 |      33.33 |         33.33
  COORD-ELL-CONJ  |    5 |       1 |      5 |      20.00 |         20.00
  COORD-ELL-COORD |    1 |       0 |      1 |       0.00 |          0.00
  COORD-ELL-LOCY  |    1 |       0 |      1 |       0.00 |          0.00
  COORD-ELL-MODE  |    5 |       3 |      5 |      60.00 |         60.00
  COORD-ELL-NEG   |    1 |       0 |      1 |       0.00 |          0.00
  COORD-ELL-OBJ   |    3 |       0 |      3 |       0.00 |          0.00
  COORD-ELL-OBL   |    6 |       3 |      6 |      50.00 |         50.00
  COORD-ELL-PRED  |    2 |       0 |      2 |       0.00 |          0.00
  COORD-ELL-SUBJ  |    9 |       2 |      9 |      22.22 |         22.22
  COORD-VAN-APPEND |    1 |       0 |      1 |       0.00 |          0.00
  COORD-VAN-ATT   |    4 |       3 |      4 |      75.00 |         75.00
  COORD-VAN-ATT-ELL-ATT |    1 |       0 |      1 |       0.00 |          0.00
  COORD-VAN-ATT-ELL-COORD |    1 |       0 |      1 |       0.00 |          0.00
  COORD-VAN-ATT-ELL-DAT |    1 |       0 |      1 |       0.00 |          0.00
  COORD-VAN-ATT-ELL-OBL |    1 |       0 |      1 |       0.00 |          0.00
  COORD-VAN-ATT-ELL-SUBJ |    1 |       0 |      1 |       0.00 |          0.00
  COORD-VAN-CONJ  |   17 |       2 |     17 |      11.76 |         11.76
  COORD-VAN-COORD |    2 |       0 |      2 |       0.00 |          0.00
  COORD-VAN-COORD-ELL-CONJ |    1 |       0 |      1 |       0.00 |          0.00
  COORD-VAN-COORD-ELL-LOCY |    1 |       0 |      1 |       0.00 |          0.00
  COORD-VAN-COORD-ELL-SUBJ |    1 |       0 |      1 |       0.00 |          0.00
  COORD-VAN-COORD-VAN-CONJ |    2 |       0 |      2 |       0.00 |          0.00
  COORD-VAN-COORD-VAN-PRED |    2 |       0 |      2 |       0.00 |          0.00
  COORD-VAN-COORD-VAN-TLOCY |    2 |       0 |      2 |       0.00 |          0.00
  COORD-VAN-INF   |    7 |       2 |      7 |      28.57 |         28.57
  COORD-VAN-MODE  |   17 |       0 |     17 |       0.00 |          0.00
  COORD-VAN-NEG   |    4 |       0 |      4 |       0.00 |          0.00
  COORD-VAN-OBJ   |    1 |       0 |      1 |       0.00 |          0.00
  COORD-VAN-OBL   |   14 |       1 |     14 |       7.14 |          7.14
  COORD-VAN-PRED  |   48 |      11 |     48 |      22.92 |         22.92
  COORD-VAN-SUBJ  |   33 |       9 |     33 |      27.27 |         27.27
  COORD-VAN-TLOCY |    6 |       1 |      6 |      16.67 |         16.67
  CP              |  788 |      10 |    788 |       1.27 |          1.27
  CVC             |   71 |      40 |     71 |      56.34 |         56.34
  DA              |  568 |     308 |    568 |      54.23 |         54.23
  DAT             |  124 |      76 |    124 |      61.29 |         61.29
  DAT-ELL-ATT     |    1 |       1 |      1 |     100.00 |        100.00
  DAT-ELL-CONJ    |    1 |       0 |      1 |       0.00 |          0.00
  DAT-ELL-DET     |    1 |       0 |      1 |       0.00 |          0.00
  DB              |    8 |       8 |      8 |     100.00 |        100.00
  DET             | 2266 |    1929 |   2266 |      85.13 |         85.13
  DM              |   18 |       9 |     18 |      50.00 |         50.00
  DT              | 1063 |     852 |   1063 |      80.15 |         80.15
  EF              |    9 |       0 |      9 |       0.00 |          0.00
  EP              |  186 |     169 |    186 |      90.86 |         90.86
  ES              |   43 |      22 |     43 |      51.16 |         51.16
  ET              |  555 |      58 |    555 |      10.45 |         10.45
  FP              |    5 |       3 |      5 |      60.00 |         60.00
  FROM            |   13 |       7 |     13 |      53.85 |         53.85
  FS              |   43 |      42 |     43 |      97.67 |         97.67
  HD              |  232 |      93 |    232 |      40.09 |         40.09
  IC              |    2 |       0 |      2 |       0.00 |          0.00
  IF              |  106 |       0 |    106 |       0.00 |          0.00
  IG              |   13 |       1 |     13 |       7.69 |          7.69
  INF             |  131 |      82 |    131 |      62.60 |         62.60
  IO              |   23 |      14 |     23 |      60.87 |         60.87
  IR              |   30 |      15 |     30 |      50.00 |         50.00
  JC              |    2 |       1 |      2 |      50.00 |         50.00
  JR              |   31 |       7 |     31 |      22.58 |         22.58
  JU              |  228 |     113 |    228 |      49.56 |         49.56
  KA              |   33 |      16 |     33 |      48.48 |         48.48
  LOCY            |   70 |      34 |     70 |      48.57 |         48.57
  MA              |   32 |      26 |     32 |      81.25 |         81.25
  MNR             | 2554 |     870 |   2554 |      34.06 |         34.06
  MO              | 12102 |    6029 |  12102 |      49.82 |         49.82
  MODE            |  966 |     525 |    966 |      54.35 |         54.35
  MS              |  248 |      41 |    248 |      16.53 |         16.53
  NA              |   90 |      66 |     90 |      73.33 |         73.33
  NE              |  481 |       2 |    481 |       0.42 |          0.42
  NEG             |  193 |     161 |    193 |      83.42 |         83.42
  NG              |  514 |     232 |    514 |      45.14 |         45.14
  NK              | 27902 |   24437 |  27902 |      87.58 |         87.58
  NMC             |  321 |      73 |    321 |      22.74 |         22.74
  NUM             |   22 |      11 |     22 |      50.00 |         50.00
  OA              | 3433 |    2324 |   3433 |      67.70 |         67.70
  OA2             |    5 |       3 |      5 |      60.00 |         60.00
  OBJ             |  859 |     489 |    859 |      56.93 |         56.93
  OBL             | 1571 |     717 |   1571 |      45.64 |         45.64
  OBL-ELL-ATT     |    1 |       0 |      1 |       0.00 |          0.00
  OBL-ELL-CONJ    |    1 |       0 |      1 |       0.00 |          0.00
  OBL-ELL-DET     |    1 |       0 |      1 |       0.00 |          0.00
  OC              | 3652 |    1364 |   3652 |      37.35 |         37.35
  OG              |   21 |      10 |     21 |      47.62 |         47.62
  OO              |  558 |     425 |    558 |      76.16 |         76.16
  OP              |  676 |     401 |    676 |      59.32 |         59.32
  PA              | 1067 |     828 |   1067 |      77.60 |         77.60
  PAR             |  429 |     111 |    429 |      25.87 |         25.87
  PD              | 1045 |     667 |   1045 |      63.83 |         63.83
  PG              |  388 |     207 |    388 |      53.35 |         53.35
  PH              |   30 |      30 |     30 |     100.00 |        100.00
  PL              |   86 |      70 |     86 |      81.40 |         81.40
  PM              |  432 |     422 |    432 |      97.69 |         97.69
  PNC             | 1240 |     221 |   1240 |      17.82 |         17.82
  PRED            |   91 |      60 |     91 |      65.93 |         65.93
  PREVERB         |  233 |     206 |    233 |      88.41 |         88.41
  PT              |   20 |       2 |     20 |      10.00 |         10.00
  PUNCT           |  112 |      16 |    112 |      14.29 |         14.29
  QUE             |    6 |       5 |      6 |      83.33 |         83.33
  RA              |  232 |     181 |    232 |      78.02 |         78.02
  RC              |  765 |     153 |    765 |      20.00 |         20.00
  RE              |  268 |       0 |    268 |       0.00 |          0.00
  ROOT            | 1570 |    1123 |   1570 |      71.53 |         71.53
  ROOT-ELL-ATT    |    1 |       0 |      1 |       0.00 |          0.00
  ROOT-ELL-CONJ   |    2 |       0 |      2 |       0.00 |          0.00
  ROOT-ELL-COORD  |    3 |       0 |      3 |       0.00 |          0.00
  ROOT-ELL-COORD-ELL-COORD-ELL-COORD-ELL-COORD-ELL-COORD-ELL-COORD |    1 |       0 |      1 |       0.00 |          0.00
  ROOT-ELL-COORD-ELL-COORD-ELL-COORD-ELL-COORD-ELL-COORD-ELL-OBL |    1 |       0 |      1 |       0.00 |          0.00
  ROOT-ELL-COORD-ELL-COORD-ELL-COORD-ELL-COORD-ELL-COORD-ELL-SUBJ |    1 |       0 |      1 |       0.00 |          0.00
  ROOT-ELL-COORD-ELL-COORD-ELL-COORD-ELL-COORD-ELL-OBL |    1 |       0 |      1 |       0.00 |          0.00
  ROOT-ELL-COORD-ELL-COORD-ELL-COORD-ELL-COORD-ELL-SUBJ |    1 |       0 |      1 |       0.00 |          0.00
  ROOT-ELL-COORD-ELL-COORD-ELL-COORD-ELL-OBL |    1 |       0 |      1 |       0.00 |          0.00
  ROOT-ELL-COORD-ELL-COORD-ELL-COORD-ELL-SUBJ |    1 |       0 |      1 |       0.00 |          0.00
  ROOT-ELL-COORD-ELL-COORD-ELL-OBL |    1 |       0 |      1 |       0.00 |          0.00
  ROOT-ELL-COORD-ELL-COORD-ELL-SUBJ |    1 |       0 |      1 |       0.00 |          0.00
  ROOT-ELL-COORD-ELL-OBL |    1 |       0 |      1 |       0.00 |          0.00
  ROOT-ELL-COORD-ELL-SUBJ |    1 |       0 |      1 |       0.00 |          0.00
  ROOT-ELL-MODE   |    3 |       1 |      3 |      33.33 |         33.33
  ROOT-ELL-NEG    |    1 |       0 |      1 |       0.00 |          0.00
  ROOT-ELL-OBJ    |    1 |       0 |      1 |       0.00 |          0.00
  ROOT-ELL-OBL    |    2 |       0 |      2 |       0.00 |          0.00
  ROOT-ELL-SUBJ   |    3 |       0 |      3 |       0.00 |          0.00
  ROOT-ELL-TFROM  |    1 |       0 |      1 |       0.00 |          0.00
  ROOT-ELL-TLOCY  |    1 |       1 |      1 |     100.00 |        100.00
  ROOT-VAN-ATT    |   18 |       4 |     18 |      22.22 |         22.22
  ROOT-VAN-ATT-VAN-CONJ |    1 |       0 |      1 |       0.00 |          0.00
  ROOT-VAN-ATT-VAN-LOCY |    1 |       0 |      1 |       0.00 |          0.00
  ROOT-VAN-ATT-VAN-MODE |    1 |       0 |      1 |       0.00 |          0.00
  ROOT-VAN-ATT-VAN-OBL |    1 |       0 |      1 |       0.00 |          0.00
  ROOT-VAN-ATT-VAN-PRED |    5 |       0 |      5 |       0.00 |          0.00
  ROOT-VAN-ATT-VAN-SUBJ |    4 |       1 |      4 |      25.00 |         25.00
  ROOT-VAN-CONJ   |   45 |       3 |     45 |       6.67 |          6.67
  ROOT-VAN-COORD  |   13 |       0 |     13 |       0.00 |          0.00
  ROOT-VAN-COORD-ELL-COORD |    1 |       1 |      1 |     100.00 |        100.00
  ROOT-VAN-COORD-ELL-COORD-ELL-COORD-ELL-CONJ |    1 |       0 |      1 |       0.00 |          0.00
  ROOT-VAN-COORD-ELL-COORD-ELL-COORD-ELL-OBL |    1 |       0 |      1 |       0.00 |          0.00
  ROOT-VAN-COORD-ELL-COORD-ELL-COORD-ELL-SUBJ |    1 |       0 |      1 |       0.00 |          0.00
  ROOT-VAN-COORD-ELL-COORD-ELL-OBL |    1 |       0 |      1 |       0.00 |          0.00
  ROOT-VAN-COORD-ELL-COORD-ELL-SUBJ |    1 |       0 |      1 |       0.00 |          0.00
  ROOT-VAN-COORD-ELL-DAT |    1 |       0 |      1 |       0.00 |          0.00
  ROOT-VAN-COORD-ELL-MODE |    1 |       0 |      1 |       0.00 |          0.00
  ROOT-VAN-COORD-ELL-OBJ |    1 |       0 |      1 |       0.00 |          0.00
  ROOT-VAN-COORD-ELL-OBL |    1 |       0 |      1 |       0.00 |          0.00
  ROOT-VAN-COORD-ELL-SUBJ |    1 |       0 |      1 |       0.00 |          0.00
  ROOT-VAN-COORD-VAN-CONJ |    1 |       0 |      1 |       0.00 |          0.00
  ROOT-VAN-COORD-VAN-COORD |    1 |       0 |      1 |       0.00 |          0.00
  ROOT-VAN-COORD-VAN-MODE |    1 |       0 |      1 |       0.00 |          0.00
  ROOT-VAN-COORD-VAN-OBL |    2 |       0 |      2 |       0.00 |          0.00
  ROOT-VAN-COORD-VAN-PRED |    5 |       0 |      5 |       0.00 |          0.00
  ROOT-VAN-COORD-VAN-SUBJ |    5 |       0 |      5 |       0.00 |          0.00
  ROOT-VAN-COORD-VAN-TLOCY |    2 |       0 |      2 |       0.00 |          0.00
  ROOT-VAN-DAT    |    5 |       0 |      5 |       0.00 |          0.00
  ROOT-VAN-INF    |    3 |       0 |      3 |       0.00 |          0.00
  ROOT-VAN-LOCY   |    3 |       0 |      3 |       0.00 |          0.00
  ROOT-VAN-MODE   |   31 |       9 |     31 |      29.03 |         29.03
  ROOT-VAN-NEG    |    6 |       2 |      6 |      33.33 |         33.33
  ROOT-VAN-OBL    |   18 |       3 |     18 |      16.67 |         16.67
  ROOT-VAN-PRED   |   90 |       6 |     90 |       6.67 |          6.67
  ROOT-VAN-SUBJ   |   85 |       7 |     85 |       8.24 |          8.24
  ROOT-VAN-TFROM  |    1 |       0 |      1 |       0.00 |          0.00
  ROOT-VAN-TLOCY  |    3 |       1 |      3 |      33.33 |         33.33
  RS              |   35 |       5 |     35 |      14.29 |         14.29
  SB              | 6638 |    4889 |   6638 |      73.65 |         73.65
  SBP             |  156 |      48 |    156 |      30.77 |         30.77
  SP              |  299 |     237 |    299 |      79.26 |         79.26
  SS              | 1059 |     815 |   1059 |      76.96 |         76.96
  SUBJ            | 1120 |     679 |   1120 |      60.62 |         60.62
  SUBJ-ELL-ATT    |    4 |       1 |      4 |      25.00 |         25.00
  SUBJ-ELL-CONJ   |    3 |       0 |      3 |       0.00 |          0.00
  SUBJ-ELL-DET    |    3 |       0 |      3 |       0.00 |          0.00
  SVP             |  499 |     191 |    499 |      38.28 |         38.28
  TA              |  307 |     228 |    307 |      74.27 |         74.27
  TFROM           |   27 |       8 |     27 |      29.63 |         29.63
  TLOCY           |  449 |     224 |    449 |      49.89 |         49.89
  TO              |   25 |      18 |     25 |      72.00 |         72.00
  TTO             |   15 |       9 |     15 |      60.00 |         60.00
  UA              |  250 |      99 |    250 |      39.60 |         39.60
  UC              |   89 |      37 |     89 |      41.57 |         41.57
  VA              |   23 |       5 |     23 |      21.74 |         21.74
  VG              |  276 |     126 |    276 |      45.65 |         45.65
  VO              |   17 |       7 |     17 |      41.18 |         41.18
  VS              |    7 |       2 |      7 |      28.57 |         28.57
  XA              |    3 |       3 |      3 |     100.00 |        100.00
  XF              |    1 |       0 |      1 |       0.00 |          0.00
  XT              |    7 |       5 |      7 |      71.43 |         71.43
  XX              |   10 |       7 |     10 |      70.00 |         70.00
  a_obj           |  684 |     497 |    684 |      72.66 |         72.66
  adjunct         | 2350 |    1341 |   2350 |      57.06 |         57.06
  aff             |  456 |     322 |    456 |      70.61 |         70.61
  aglt            |   56 |      36 |     56 |      64.29 |         64.29
  app             |   48 |       8 |     48 |      16.67 |         16.67
  arg             |   63 |       0 |     63 |       0.00 |          0.00
  at0             |    2 |       1 |      2 |      50.00 |         50.00
  ato             |   71 |      60 |     71 |      84.51 |         84.51
  ats             |  735 |     612 |    735 |      83.27 |         83.27
  aux             |   59 |       8 |     59 |      13.56 |         13.56
  aux.caus        |   56 |       0 |     56 |       0.00 |          0.00
  aux.pass        |  419 |       3 |    419 |       0.72 |          0.72
  aux.tps         |  863 |       2 |    863 |       0.23 |          0.23
  comp            | 1306 |    1082 |   1306 |      82.85 |         82.85
  comp_fin        |   96 |      27 |     96 |      28.12 |         28.12
  comp_inf        |  108 |      75 |    108 |      69.44 |         69.44
  complm          |   58 |       0 |     58 |       0.00 |          0.00
  cond            |   19 |      18 |     19 |      94.74 |         94.74
  conjunct        |  523 |     153 |    523 |      29.25 |         29.25
  coord           | 1450 |     517 |   1450 |      35.66 |         35.66
  de_obj          |  565 |     427 |    565 |      75.58 |         75.58
  dep             | 5253 |    3029 |   5253 |      57.66 |         57.66
  dep.coord       | 1837 |    1078 |   1837 |      58.68 |         58.68
  dep_cpd         | 5698 |    1935 |   5698 |      33.96 |         33.96
  det             | 10148 |    9369 |  10148 |      92.32 |         92.32
  imp             |    4 |       4 |      4 |     100.00 |        100.00
  mod             | 13986 |    6299 |  13986 |      45.04 |         45.04
  mod.rel         |  696 |      43 |    696 |       6.18 |          6.18
  mwe             |   43 |      24 |     43 |      55.81 |         55.81
  ne              |   79 |      22 |     79 |      27.85 |         27.85
  neg             |  110 |     108 |    110 |      98.18 |         98.18
  obj             | 3770 |    2854 |   3770 |      75.70 |         75.70
  obj.cpl         |  778 |     298 |    778 |      38.30 |         38.30
  obj.p           | 10039 |    8325 |  10039 |      82.93 |         82.93
  obj_th          |   77 |      65 |     77 |      84.42 |         84.42
  p_obj           |  549 |     460 |    549 |      83.79 |         83.79
  pd              |  107 |      87 |    107 |      81.31 |         81.31
  ponct           | 1074 |      33 |   1074 |       3.07 |          3.07
  pre_coord       |    2 |       0 |      2 |       0.00 |          0.00
  pred            |  750 |     572 |    750 |      76.27 |         76.27
  refl            |  160 |     143 |    160 |      89.38 |         89.38
  root            | 2540 |    1238 |   2540 |      48.74 |         48.74
  subj            |  593 |     391 |    593 |      65.94 |         65.94
  suj             | 4124 |    2409 |   4124 |      58.41 |         58.41


  Precision and recall of binned HEAD direction

  ----------------+------+---------+--------+------------+---------------
  direction       | gold | correct | system | recall (%) | precision (%) 
  ----------------+------+---------+--------+------------+---------------
  to_root         | 10217 |    7083 |   9967 |      69.33 |         71.06
  left            | 90592 |   75751 |  94460 |      83.62 |         80.19
  right           | 79077 |   61128 |  75459 |      77.30 |         81.01
  self            |    0 |       0 |      0 |        NaN |           NaN


  Precision and recall of binned HEAD distance

  ----------------+------+---------+--------+------------+---------------
  distance        | gold | correct | system | recall (%) | precision (%) 
  ----------------+------+---------+--------+------------+---------------
  to_root         | 10217 |    7083 |   9967 |      69.33 |         71.06
  1               | 86961 |   75842 | 100861 |      87.21 |         75.19
  2               | 34253 |   21759 |  30358 |      63.52 |         71.67
  3-6             | 31710 |   16106 |  28392 |      50.79 |         56.73
  7-...           | 16745 |    5384 |  10308 |      32.15 |         52.23


  Frame confusions (gold versus system; *...* marks the head token)

  824  *dep_cpd* / *dep_cpd* dep_cpd 
  454  *det* dep_cpd / *det* 
  412  *PNC* / *PNC* NK 
  396  ** root / ** mod 
  389  ** root / ** aux.tps 
  353  *dep_cpd* / *dep_cpd* obj.p 
  345  ** -- / ** OC 
  342  *mod* / mod *mod* 
  327  MO *NK* / *NK* 
  312  det *obj.p* mod / det *obj.p* 
  310  *MO* NK / *MO* 
  291  *obj.p* mod / *obj.p* 
  284  *dep* obj.p / mod *dep* obj.p 
  273  NK *NK* AG / NK *NK* 
  273  *mod* / suj *mod* 
  259  *obj.p* / *obj.p* mod 
  247  det *suj* mod / det *suj* 
  239  *NK* AG / *NK* 
  231  PNC *NK* / *NK* 
  221  *mod* dep_cpd / *mod* 
  217  *MO* / MO *MO* 
  203  det *obj* mod / det *obj* 
  203  *MO* NK / SB *MO* NK 
  199  *CP* / *CP* OC 
  194  *dep_cpd* / dep_cpd *dep_cpd* 
  190  *NK* / *NK* MO 
  185  *obj.p* dep_cpd / *obj.p* 
  182  *mod* obj.p / *mod* 
  176  dep.coord / 
  176  *NK* / *NK* NK 
  176  *dep_cpd* / mod *dep_cpd* 
  176  *MO* NK / MO *MO* NK 
  175  *CP* / *CP* MO 
  174  NK *SB* AG / NK *SB* 
  174  *mod* / *mod* mod 
  168  *obj.p* / *obj.p* dep 
  164  det *obj* dep / det *obj* 
  162  *dep* obj.p / *dep* 
  160  *NK* MNR / *NK* 
  158  *dep_cpd* / *dep_cpd* dep 
  141  ATT *OBL* / *OBL* 
  140  OC *OC* / *OC* 
  139  *mod* dep_cpd dep_cpd obj.p / *mod* dep_cpd 
  139  *dep_cpd* / *dep_cpd* mod 
  138  *mod* dep_cpd dep_cpd / *mod* dep_cpd 
  134  *coord* dep.coord / *coord* 
  132  det *obj.p* / det *obj.p* mod 
  131  det / dep_cpd 
  128  ATT *ATT* / *ATT* 
  123  MO *MO* / *MO* 
  123  NK *OA* AG / NK *OA* 
  121  ** root / ** aux.pass 
  120  NK *NK* / *NK* 
  119  det *suj* dep / det *suj* 
  119  *NMC* / *NMC* NMC 
  118  *CM* / *CM* CC 
  115  *root* dep.coord / *root* 
  112  NK *OA* MNR / NK *OA* 
  109  *PNC* / *PNC* SB 
  107  OBL *ATT* / *ATT* 
  107  *mod* / *mod* dep 
  107  *comp* adjunct / *comp* 
  104  NK *NK* MNR / NK *NK* 
  104  / CJ 
  103  *dep_cpd* / dep_cpd *dep_cpd* dep_cpd 
  101  MO *MO* NK / *MO* NK 
  100  *MNR* NK / *MNR* 
  100  NK *SB* MNR / NK *SB* 
  100  *dep_cpd* / obj.p *dep_cpd* 
   96  ** ROOT / ** MS 
   95  *mod* obj.p / mod *mod* obj.p 
   94  *mod* dep_cpd obj.cpl / *mod* dep_cpd 
   93  *mod* dep_cpd obj.p / *mod* 
   93  NK *NK* / NK *NK* MO 
   90  *obj.p* / *obj.p* coord 
   90  *CD* CJ / *CD* 
   88  *NK* / NK *NK* 
   88  *mod* / *mod* coord 
   88  *obj.p* dep / *obj.p* 
   87  *MO* / *MO* MO 
   87  *NMC* / *NMC* NK 
   87  *mod* / obj.p *mod* 
   86  ** ROOT / ** ATT 
   85  *NK* CJ / *NK* 
   85  *mod* / ponct *mod* ponct 
   84  / COORD 
   83  *MO* NK / NK *MO* NK 
   83  *NK* / *NK* CJ 
   82  *mod* mod mod / *mod* 
   82  *CJ* / *CJ* CJ 
   81  *PNC* / *PNC* PNC 
   81  *mod* / *mod* det 
   80  SB OC *RC* / *RC* 
   79  *dep_cpd* / suj *dep_cpd* 
   79  *mod* / obj *mod* 
   78  *subj* adjunct / *subj* 
   78  *--* / *--* -- 
   78  NK NK *NK* / NK *NK* 
   77  det *obj.p* mod dep / det *obj.p* 
   77  ** -- / ** MO 
   77  *dep_cpd* / *dep_cpd* coord 
   77  *dep* obj.p coord / *dep* obj.p 
   77  mod *mod* / *mod* 
   77  *dep* obj.p / dep_cpd *dep* obj.p 
   76  *CJ* / *CJ* CD 
   75  *MNR* NK / AG *MNR* NK 
   74  ** root / ** dep.coord 
   72  *NK* / MO *NK* 
   72  ATT *OBJ* / *OBJ* 
   72  *MO* NK / OA *MO* NK 
   72  ** root / ** obj.cpl 
   71  *suj* mod / *suj* 
   70  ** ROOT / ** VG 
   70  *aux.tps* / suj *aux.tps* root 
   70  *obj* adjunct / *obj* 
   69  *ATT* / *ATT* OBL 
   69  ATT *SUBJ* / *SUBJ* 
   68  OC *--* SB / *--* SB 
